Fold,Method,AverageDropPercent,IncreaseInConfidencePercent
0,LIME,0.1713872998421152,68.0
1,LIME,3.5723862145785783,74.0
2,LIME,0.560540738830608,70.0
CV_MEAN,LIME,1.4347714177504338,70.66666666666667
ALL,LIME,1.4347714177504338,70.66666666666667
